Episode,Timestep,State,Action,Reward,Next State
11,45,"[ 0.5258339   0.31407332 -0.85058727 -0.94939873  0.01056169 -0.18151111
 -0.1810773  -0.83608574 -0.02864193  0.01215144]",[ 0.07042944 -0.04320867],-0.03999021648447765,"[ 0.52516253  0.29667357 -0.85100195 -0.95497895  0.01056169 -0.18151111
  0.10122627 -0.99068969 -0.03030316  0.01347211]"
11,46,"[ 0.52516253  0.29667357 -0.85100195 -0.95497895  0.01056169 -0.18151111
  0.10122627 -0.99068969 -0.03030316  0.01347211]",[ 0.04415984 -0.11860251],-0.05113784106658165,"[ 0.52835748  0.27335418 -0.84902201 -0.96191345  0.01056169 -0.18151111
  0.27406791 -1.44073181 -0.03167417  0.01517382]"
11,47,"[ 0.52835748  0.27335418 -0.84902201 -0.96191345  0.01056169 -0.18151111
  0.27406791 -1.44073181 -0.03167417  0.01517382]",[0.09614994 0.00991416],-0.04598330422981518,"[ 0.53618325  0.24618567 -0.84410161 -0.96922269  0.01056169 -0.18151111
  0.64909641 -1.3730398  -0.03241704  0.01707747]"
11,48,"[ 0.53618325  0.24618567 -0.84410161 -0.96922269  0.01056169 -0.18151111
  0.64909641 -1.3730398  -0.03241704  0.01707747]",[ 0.0436837  -0.04359795],-0.04128804138259559,"[ 0.54843932  0.21805628 -0.83619036 -0.9759362   0.01056169 -0.18151111
  0.80914762 -1.51851977 -0.03233037  0.01895843]"
11,49,"[ 0.54843932  0.21805628 -0.83619036 -0.9759362   0.01056169 -0.18151111
  0.80914762 -1.51851977 -0.03233037  0.01895843]",[-0.03823218  0.08212528],-0.04639828920824253,"[ 0.56050898  0.1918204  -0.82814835 -0.98143004  0.01056169 -0.18151111
  0.64176944 -1.16323661 -0.03208858  0.02071121]"
12,0,"[ 9.99191370e-01  9.99721997e-01  4.02070441e-02 -2.35781515e-02
  8.16428196e-02 -1.69393144e-01  1.70117359e-03 -1.39985183e-04
  1.28261093e-01  1.75243894e-01]",[-0.27441198 -0.10514904],-0.3013536768658207,"[ 0.99956897  0.99961483  0.02935783 -0.0277525   0.08164282 -0.16939314
 -1.08367162 -0.41604842  0.12831392  0.17250673]"
12,1,"[ 0.99956897  0.99961483  0.02935783 -0.0277525   0.08164282 -0.16939314
 -1.08367162 -0.41604842  0.12831392  0.17250673]",[-0.22091079 -0.10569131],-0.2687990151429006,"[ 9.99999628e-01  9.99192498e-01 -8.62462861e-04 -4.01790106e-02
  8.16428196e-02 -1.69393144e-01 -1.93594266e+00 -8.25962680e-01
  1.28264489e-01  1.64793350e-01]"
12,2,"[ 9.99999628e-01  9.99192498e-01 -8.62462861e-04 -4.01790106e-02
  8.16428196e-02 -1.69393144e-01 -1.93594266e+00 -8.25962680e-01
  1.28264489e-01  1.64793350e-01]",[-0.17369157 -0.07934648],-0.23584523742551353,"[ 0.99893806  0.9982188  -0.04607332 -0.0596592   0.08164282 -0.16939314
 -2.58461532 -1.12352801  0.12763615  0.15317194]"
12,3,"[ 0.99893806  0.9982188  -0.04607332 -0.0596592   0.08164282 -0.16939314
 -2.58461532 -1.12352801  0.12763615  0.15317194]",[-0.10989772 -0.07270974],-0.20482246508362076,"[ 0.99484014  0.99640417 -0.10145489 -0.08472735  0.08164282 -0.16939314
 -2.96812011 -1.38902814  0.12593462  0.13885628]"
12,4,"[ 0.99484014  0.99640417 -0.10145489 -0.08472735  0.08164282 -0.16939314
 -2.96812011 -1.38902814  0.12593462  0.13885628]",[0.03650717 0.01151104],-0.176279585145488,"[ 0.98739331  0.99374827 -0.158286   -0.11164394  0.08164282 -0.16939314
 -2.76503401 -1.31602696  0.12308682  0.12413572]"
12,5,"[ 0.98739331  0.99374827 -0.158286   -0.11164394  0.08164282 -0.16939314
 -2.76503401 -1.31602696  0.12308682  0.12413572]",[-0.03722522 -0.04784804],-0.16573502216990363,"[ 0.97693726  0.99023876 -0.21352654 -0.13938149  0.08164282 -0.16939314
 -2.85753966 -1.47938869  0.1191913   0.10980362]"
12,6,"[ 0.97693726  0.99023876 -0.21352654 -0.13938149  0.08164282 -0.16939314
 -2.85753966 -1.47938869  0.1191913   0.10980362]",[-0.02904157  0.02626847],-0.15033997420710493,"[ 0.96298785  0.98590664 -0.2695448  -0.16729644  0.08164282 -0.16939314
 -2.91596229 -1.34605949  0.1141314   0.09548511]"
12,7,"[ 0.96298785  0.98590664 -0.2695448  -0.16729644  0.08164282 -0.16939314
 -2.91596229 -1.34605949  0.1141314   0.09548511]",[ 0.05300269 -0.01119852],-0.13881370553271075,"[ 0.94650887  0.98101151 -0.32267778 -0.19394952  0.08164282 -0.16939314
 -2.64862143 -1.36385119  0.10826279  0.08211135]"
12,8,"[ 0.94650887  0.98101151 -0.32267778 -0.19394952  0.08164282 -0.16939314
 -2.64862143 -1.36385119  0.10826279  0.08211135]",[-0.12367534  0.00212821],-0.13781081843149887,"[ 0.9264552   0.97543563 -0.37640506 -0.22028465  0.08164282 -0.16939314
 -3.08549055 -1.32824331  0.1012888   0.06891626]"
12,9,"[ 0.9264552   0.97543563 -0.37640506 -0.22028465  0.08164282 -0.16939314
 -3.08549055 -1.32824331  0.1012888   0.06891626]",[0.08029738 0.02556609],-0.11619088126901364,"[ 0.90311625  0.9695541  -0.42939613 -0.2448772   0.08164282 -0.16939314
 -2.70688178 -1.20085657  0.09342037  0.05633092]"
12,10,"[ 0.90311625  0.9695541  -0.42939613 -0.2448772   0.08164282 -0.16939314
 -2.70688178 -1.20085657  0.09342037  0.05633092]",[0.01063433 0.02873388],-0.0976931123512242,"[ 0.87901544  0.96376279 -0.47679331 -0.26676073  0.08164282 -0.16939314
 -2.61133701 -1.06333801  0.08545562  0.04537343]"
12,11,"[ 0.87901544  0.96376279 -0.47679331 -0.26676073  0.08164282 -0.16939314
 -2.61133701 -1.06333801  0.08545562  0.04537343]",[ 0.07809219 -0.02673887],-0.0921100682482062,"[ 0.85480994  0.95762699 -0.51894119 -0.28801136  0.08164282 -0.16939314
 -2.2507437  -1.14829398  0.0774421   0.03575263]"
12,12,"[ 0.85480994  0.95762699 -0.51894119 -0.28801136  0.08164282 -0.16939314
 -2.2507437  -1.14829398  0.0774421   0.03575263]",[ 0.02991161 -0.08963025],-0.0833090977400877,"[ 0.83150126  0.94972226 -0.55552286 -0.31309364  0.08164282 -0.16939314
 -2.08778155 -1.48051402  0.06924143  0.02716853]"
12,13,"[ 0.83150126  0.94972226 -0.55552286 -0.31309364  0.08164282 -0.16939314
 -2.08778155 -1.48051402  0.06924143  0.02716853]",[0.01622648 0.05271844],-0.06694314372958901,"[ 0.80821012  0.94084835 -0.58889422 -0.33882794  0.08164282 -0.16939314
 -1.98240011 -1.24249585  0.06087366  0.01943412]"
12,14,"[ 0.80821012  0.94084835 -0.58889422 -0.33882794  0.08164282 -0.16939314
 -1.98240011 -1.24249585  0.06087366  0.01943412]",[0.07830547 0.01461733],-0.06101949238758408,"[ 0.78640003  0.93243775 -0.61771757 -0.36133066  0.08164282 -0.16939314
 -1.63346485 -1.16014817  0.05310449  0.01300647]"
12,15,"[ 0.78640003  0.93243775 -0.61771757 -0.36133066  0.08164282 -0.16939314
 -1.63346485 -1.16014817  0.05310449  0.01300647]",[ 0.11357382 -0.01522508],-0.060247204206671914,"[ 0.768902    0.92365946 -0.63936665 -0.38321431  0.08164282 -0.16939314
 -1.15186551 -1.19764572  0.04641788  0.00808299]"
12,16,"[ 0.768902    0.92365946 -0.63936665 -0.38321431  0.08164282 -0.16939314
 -1.15186551 -1.19764572  0.04641788  0.00808299]",[-0.05982986  0.00472937],-0.04376342863321487,"[ 0.75255831  0.91438908 -0.65852562 -0.40483653  0.08164282 -0.16939314
 -1.36578639 -1.15512439  0.03998209  0.00379139]"
12,17,"[ 0.75255831  0.91438908 -0.65852562 -0.40483653  0.08164282 -0.16939314
 -1.36578639 -1.15512439  0.03998209  0.00379139]",[-0.00323576  0.09144637],-0.04186060651165327,"[ 7.34387458e-01  9.06431218e-01 -6.78730478e-01 -4.22353462e-01
  8.16428196e-02 -1.69393144e-01 -1.35172447e+00 -7.70169680e-01
  3.34865830e-02 -2.73271231e-04]"
12,18,"[ 7.34387458e-01  9.06431218e-01 -6.78730478e-01 -4.22353462e-01
  8.16428196e-02 -1.69393144e-01 -1.35172447e+00 -7.70169680e-01
  3.34865830e-02 -2.73271231e-04]",[-0.01078554 -0.01278138],-0.027768434642449744,"[ 0.71566064  0.89966347 -0.69844817 -0.43658405  0.08164282 -0.16939314
 -1.36764655 -0.80552117  0.02720474 -0.00394124]"
12,19,"[ 0.71566064  0.89966347 -0.69844817 -0.43658405  0.08164282 -0.16939314
 -1.36764655 -0.80552117  0.02720474 -0.00394124]",[0.13710712 0.0295122 ],-0.04257357912436498,"[ 0.70037974  0.89311269 -0.71377043 -0.449833    0.08164282 -0.16939314
 -0.79826283 -0.67292996  0.02188314 -0.00676261]"
12,20,"[ 0.70037974  0.89311269 -0.71377043 -0.449833    0.08164282 -0.16939314
 -0.79826283 -0.67292996  0.02188314 -0.00676261]",[ 0.02605698 -0.08804898],-0.028012849359417797,"[ 0.68976034  0.88541897 -0.72403776 -0.46479377  0.08164282 -0.16939314
 -0.67927201 -1.0082864   0.01749513 -0.00879468]"
12,21,"[ 0.68976034  0.88541897 -0.72403776 -0.46479377  0.08164282 -0.16939314
 -0.67927201 -1.0082864   0.01749513 -0.00879468]",[0.08214758 0.04784694],-0.026221932729261228,"[ 0.68234604  0.87687804 -0.73102933 -0.48071292  0.08164282 -0.16939314
 -0.34094543 -0.79899704  0.01375253 -0.01030392]"
12,22,"[ 0.68234604  0.87687804 -0.73102933 -0.48071292  0.08164282 -0.16939314
 -0.34094543 -0.79899704  0.01375253 -0.01030392]",[ 0.01534423 -0.1359604 ],-0.034154052020282474,"[ 0.67784447  0.86647923 -0.73520533 -0.49921312  0.08164282 -0.16939314
 -0.27331059 -1.32154735  0.01037635 -0.01142455]"
12,23,"[ 0.67784447  0.86647923 -0.73520533 -0.49921312  0.08164282 -0.16939314
 -0.27331059 -1.32154735  0.01037635 -0.01142455]",[-0.01609407  0.01990737],-0.01480297265007628,"[ 0.6733832   0.85353289 -0.73929362 -0.52103897  0.08164282 -0.16939314
 -0.33161655 -1.21653743  0.00654643 -0.01254194]"
12,24,"[ 0.6733832   0.85353289 -0.73929362 -0.52103897  0.08164282 -0.16939314
 -0.33161655 -1.21653743  0.00654643 -0.01254194]",[0.01640237 0.08147392],-0.02074291618951931,"[ 0.66899719  0.8424831  -0.74326493 -0.53872278  0.08164282 -0.16939314
 -0.26029968 -0.86987732  0.00320925 -0.01345854]"
12,25,"[ 0.66899719  0.8424831  -0.74326493 -0.53872278  0.08164282 -0.16939314
 -0.26029968 -0.86987732  0.00320925 -0.01345854]",[-0.08993374 -0.02722978],-0.023319219952977543,"[ 6.62487800e-01  8.32481051e-01 -7.49072703e-01 -5.54053517e-01
  8.16428196e-02 -1.69393144e-01 -6.10902936e-01 -9.60345935e-01
 -3.80689623e-04 -1.44846794e-02]"
12,26,"[ 6.62487800e-01  8.32481051e-01 -7.49072703e-01 -5.54053517e-01
  8.16428196e-02 -1.69393144e-01 -6.10902936e-01 -9.60345935e-01
 -3.80689623e-04 -1.44846794e-02]",[0.00367799 0.10224287],-0.026661935617823887,"[ 0.65348747  0.82410275 -0.75693734 -0.56644034  0.08164282 -0.16939314
 -0.58442526 -0.53650471 -0.00421838 -0.01563576]"
12,27,"[ 0.65348747  0.82410275 -0.75693734 -0.56644034  0.08164282 -0.16939314
 -0.58442526 -0.53650471 -0.00421838 -0.01563576]",[0.04665557 0.04525641],-0.02211815460208538,"[ 0.64609825  0.81907114 -0.76325425 -0.57369196  0.08164282 -0.16939314
 -0.38836259 -0.34675732 -0.0069872  -0.01647265]"
12,28,"[ 0.64609825  0.81907114 -0.76325425 -0.57369196  0.08164282 -0.16939314
 -0.38836259 -0.34675732 -0.0069872  -0.01647265]",[0.03648209 0.06940294],-0.025174605521962407,"[ 0.64132059  0.81670659 -0.76727303 -0.57705316  0.08164282 -0.16939314
 -0.23645639 -0.06514115 -0.00859953 -0.01697265]"
12,29,"[ 0.64132059  0.81670659 -0.76727303 -0.57705316  0.08164282 -0.16939314
 -0.23645639 -0.06514115 -0.00859953 -0.01697265]",[0.07274316 0.03462816],-0.025782142798500114,"[ 0.63994203  0.81675549 -0.76842319 -0.57698394  0.08164282 -0.16939314
  0.05594831  0.07315613 -0.00892499 -0.01710278]"
12,30,"[ 0.63994203  0.81675549 -0.76842319 -0.57698394  0.08164282 -0.16939314
  0.05594831  0.07315613 -0.00892499 -0.01710278]",[ 0.15595086 -0.09010375],-0.05076875140335817,"[ 0.64553383  0.81552279 -0.76373168 -0.57872495  0.08164282 -0.16939314
  0.67192274 -0.285284   -0.00779948 -0.01658718]"
12,31,"[ 0.64553383  0.81552279 -0.76373168 -0.57872495  0.08164282 -0.16939314
  0.67192274 -0.285284   -0.00779948 -0.01658718]",[-0.10025299  0.00792582],-0.027389054795865127,"[ 0.65262798  0.81242507 -0.75767851 -0.58306561  0.08164282 -0.16939314
  0.26201074 -0.24810598 -0.00665187 -0.01594359]"
12,32,"[ 0.65262798  0.81242507 -0.75767851 -0.58306561  0.08164282 -0.16939314
  0.26201074 -0.24810598 -0.00665187 -0.01594359]",[ 0.03133977 -0.07785375],-0.023824001857175512,"[ 0.65748878  0.80773094 -0.75346433 -0.58955129  0.08164282 -0.16939314
  0.3809192  -0.55150308 -0.0063384  -0.01553749]"
12,33,"[ 0.65748878  0.80773094 -0.75346433 -0.58955129  0.08164282 -0.16939314
  0.3809192  -0.55150308 -0.0063384  -0.01553749]",[-0.07642095 -0.0792696 ],-0.02899254522964192,"[ 0.6608806   0.79935713 -0.75049106 -0.60085621  0.08164282 -0.16939314
  0.07116316 -0.85434727 -0.00704672 -0.01532636]"
12,34,"[ 0.6608806   0.79935713 -0.75049106 -0.60085621  0.08164282 -0.16939314
  0.07116316 -0.85434727 -0.00704672 -0.01532636]",[-0.05781189 -0.062839  ],-0.025417893486769188,"[ 0.66021632  0.7875429  -0.7510755  -0.61625983  0.08164282 -0.16939314
 -0.15887567 -1.08616678 -0.00934089 -0.01553492]"
12,35,"[ 0.66021632  0.7875429  -0.7510755  -0.61625983  0.08164282 -0.16939314
 -0.15887567 -1.08616678 -0.00934089 -0.01553492]",[0.00899031 0.06002961],-0.023523994913633415,"[ 0.6581182   0.77561496 -0.75291463 -0.63120633  0.08164282 -0.16939314
 -0.12026022 -0.82698548 -0.01195895 -0.01583016]"
12,36,"[ 0.6581182   0.77561496 -0.75291463 -0.63120633  0.08164282 -0.16939314
 -0.12026022 -0.82698548 -0.01195895 -0.01583016]",[ 0.09747706 -0.15781173],-0.055623867062627404,"[ 0.65923927  0.76112283 -0.75193323 -0.64860777  0.08164282 -0.16939314
  0.26796118 -1.43561352 -0.01417316 -0.01578942]"
12,37,"[ 0.65923927  0.76112283 -0.75193323 -0.64860777  0.08164282 -0.16939314
  0.26796118 -1.43561352 -0.01417316 -0.01578942]",[-0.06338643  0.00707268],-0.026965077769649133,"[ 0.66133442  0.74256858 -0.75009118 -0.66977004  0.08164282 -0.16939314
  0.01186823 -1.37909861 -0.01675247 -0.01560888]"
12,38,"[ 0.66133442  0.74256858 -0.75009118 -0.66977004  0.08164282 -0.16939314
  0.01186823 -1.37909861 -0.01675247 -0.01560888]",[-0.11856507  0.1095821 ],-0.05165358294138709,"[ 0.65797271  0.72700111 -0.75304177 -0.68663629  0.08164282 -0.16939314
 -0.45759758 -0.91773829 -0.02010448 -0.01582842]"
12,39,"[ 0.65797271  0.72700111 -0.75304177 -0.68663629  0.08164282 -0.16939314
 -0.45759758 -0.91773829 -0.02010448 -0.01582842]",[-0.04139838  0.13534167],-0.04868408729663389,"[ 0.64987285  0.71815623 -0.76004295 -0.6958819   0.08164282 -0.16939314
 -0.61251767 -0.36362197 -0.02349656 -0.01639817]"
12,40,"[ 0.64987285  0.71815623 -0.76004295 -0.6958819   0.08164282 -0.16939314
 -0.61251767 -0.36362197 -0.02349656 -0.01639817]",[0.09538752 0.00145715],-0.03992588414102605,"[ 0.64350964  0.71316683 -0.76543801 -0.70099435  0.08164282 -0.16939314
 -0.22303036 -0.35078365 -0.02583234 -0.01681873]"
12,41,"[ 0.64350964  0.71316683 -0.76543801 -0.70099435  0.08164282 -0.16939314
 -0.22303036 -0.35078365 -0.02583234 -0.01681873]",[0.04138597 0.06169733],-0.037255447743561126,"[ 0.64138353  0.71000833 -0.76722042 -0.70419328  0.08164282 -0.16939314
 -0.05496958 -0.09960062 -0.02684193 -0.01693192]"
12,42,"[ 0.64138353  0.71000833 -0.76722042 -0.70419328  0.08164282 -0.16939314
 -0.05496958 -0.09960062 -0.02684193 -0.01693192]",[0.01392694 0.09121996],-0.04020658231117925,"[ 0.64097152  0.71117036 -0.76756466 -0.70301971  0.08164282 -0.16939314
  0.00109484  0.26354372 -0.02676092 -0.01697665]"
12,43,"[ 0.64097152  0.71117036 -0.76756466 -0.70301971  0.08164282 -0.16939314
  0.00109484  0.26354372 -0.02676092 -0.01697665]",[ 0.01398246 -0.03827899],-0.032920947499970196,"[ 0.64141448  0.71376498 -0.76719454 -0.70038529  0.08164282 -0.16939314
  0.0564437   0.10673948 -0.02624773 -0.01697805]"
12,44,"[ 0.64141448  0.71376498 -0.76719454 -0.70038529  0.08164282 -0.16939314
  0.0564437   0.10673948 -0.02624773 -0.01697805]",[ 0.08579987 -0.08567998],-0.04523177846138893,"[ 0.64487914  0.7128599  -0.76428457 -0.70130647  0.08164282 -0.16939314
  0.39488752 -0.23474241 -0.02554683 -0.01671483]"
12,45,"[ 0.64487914  0.7128599  -0.76428457 -0.70130647  0.08164282 -0.16939314
  0.39488752 -0.23474241 -0.02554683 -0.01671483]",[ 0.00648576 -0.1495808 ],-0.052363733619195094,"[ 0.65103254  0.70539269 -0.75904983 -0.70881673  0.08164282 -0.16939314
  0.41293235 -0.82237526 -0.02520661 -0.01616987]"
12,46,"[ 0.65103254  0.70539269 -0.75904983 -0.70881673  0.08164282 -0.16939314
  0.41293235 -0.82237526 -0.02520661 -0.01616987]",[-0.00435041 -0.01078728],-0.030059034268133385,"[ 0.65708712  0.69344855 -0.75381464 -0.72050615  0.08164282 -0.16939314
  0.38756124 -0.84879801 -0.02555599 -0.01556668]"
12,47,"[ 0.65708712  0.69344855 -0.75381464 -0.72050615  0.08164282 -0.16939314
  0.38756124 -0.84879801 -0.02555599 -0.01556668]",[ 0.0304831  -0.02428139],-0.0313614303491713,"[ 0.66375843  0.68053461 -0.74794702 -0.73271593  0.08164282 -0.16939314
  0.50052107 -0.92817395 -0.02586246 -0.01489011]"
12,48,"[ 0.66375843  0.68053461 -0.74794702 -0.73271593  0.08164282 -0.16939314
  0.50052107 -0.92817395 -0.02586246 -0.01489011]",[-0.04395071 -0.02308273],-0.032513892044574846,"[ 0.66984448  0.66627067 -0.74250143 -0.74570999  0.08164282 -0.16939314
  0.31676016 -1.0011351  -0.02647143 -0.01422079]"
12,49,"[ 0.66984448  0.66627067 -0.74250143 -0.74570999  0.08164282 -0.16939314
  0.31676016 -1.0011351  -0.02647143 -0.01422079]",[0.02285409 0.03456198],-0.032101761392156605,"[ 0.6751576   0.65239892 -0.73767351 -0.75787575  0.08164282 -0.16939314
  0.40086153 -0.84449123 -0.0271724  -0.01359795]"
13,0,"[ 0.9995956   0.99882449 -0.02843665  0.04847312 -0.10469245  0.01555494
  0.00329787  0.00469761  0.31462989 -0.01619307]",[0.13598257 0.12365087],-0.34872947664472187,"[ 0.99973597  0.99856947 -0.02297808  0.05346982 -0.10469245  0.01555494
  0.54095092  0.49399366  0.31461484 -0.01449728]"
13,1,"[ 0.99973597  0.99856947 -0.02297808  0.05346982 -0.10469245  0.01555494
  0.54095092  0.49399366  0.31461484 -0.01449728]",[0.07836136 0.23062487],-0.37394042958274293,"[ 0.99995803  0.99737751 -0.00916182  0.07237472 -0.10469245  0.01555494
  0.83987061  1.39726819  0.31446814 -0.00951607]"
13,2,"[ 0.99995803  0.99737751 -0.00916182  0.07237472 -0.10469245  0.01555494
  0.83987061  1.39726819  0.31446814 -0.00951607]",[0.11442954 0.24761805],-0.38827873499744525,"[ 9.99927921e-01  9.93962531e-01  1.20063414e-02  1.09720039e-01
 -1.04692447e-01  1.55549351e-02  1.27553850e+00  2.34989079e+00
  3.13868409e-01 -9.74058694e-04]"
13,3,"[ 9.99927921e-01  9.93962531e-01  1.20063414e-02  1.09720039e-01
 -1.04692447e-01  1.55549351e-02  1.27553850e+00  2.34989079e+00
  3.13868409e-01 -9.74058694e-04]",[0.11795107 0.34963158],-0.4485132676031364,"[ 0.99912063  0.98552368  0.04192813  0.16953781 -0.10469245  0.01555494
  1.71637771  3.68758013  0.31213504  0.01181498]"
13,4,"[ 0.99912063  0.98552368  0.04192813  0.16953781 -0.10469245  0.01555494
  1.71637771  3.68758013  0.31213504  0.01181498]",[0.19292359 0.2312434 ],-0.40024886159652784,"[ 0.99650911  0.968275    0.08348406  0.24988704 -0.10469245  0.01555494
  2.44529475  4.52990559  0.30818728  0.02907601]"
13,5,"[ 0.99650911  0.968275    0.08348406  0.24988704 -0.10469245  0.01555494
  2.44529475  4.52990559  0.30818728  0.02907601]",[0.1276781  0.21091077],-0.36578402825877165,"[ 0.99062099  0.93915341  0.13663839  0.34349799 -0.10469245  0.01555494
  2.90177846  5.27515083  0.30092994  0.04965431]"
13,6,"[ 0.99062099  0.93915341  0.13663839  0.34349799 -0.10469245  0.01555494
  2.90177846  5.27515083  0.30092994  0.04965431]",[0.102621   0.20606455],-0.35125924582515483,"[ 0.98034409  0.89459192  0.19729537  0.44688398 -0.10469245  0.01555494
  3.25018662  5.98649064  0.28949956  0.07177996]"
13,7,"[ 0.98034409  0.89459192  0.19729537  0.44688398 -0.10469245  0.01555494
  3.25018662  5.98649064  0.28949956  0.07177996]",[-0.00315627  0.13241504],-0.3067870703057847,"[ 0.96565809  0.8325615   0.25981621  0.55393263 -0.10469245  0.01555494
  3.17343595  6.39228239  0.27386376  0.09306109]"
13,8,"[ 0.96565809  0.8325615   0.25981621  0.55393263 -0.10469245  0.01555494
  3.17343595  6.39228239  0.27386376  0.09306109]",[-0.01729036  0.19314286],-0.31553083513397556,"[ 0.9476557   0.75092835  0.31929402  0.66038369 -0.10469245  0.01555494
  3.04226998  7.03051091  0.25454235  0.11158857]"
13,9,"[ 0.9476557   0.75092835  0.31929402  0.66038369 -0.10469245  0.01555494
  3.04226998  7.03051091  0.25454235  0.11158857]",[-0.05294795  0.1587652 ],-0.2922346161821123,"[ 0.92750077  0.64723     0.37382124  0.76229478 -0.10469245  0.01555494
  2.77275141  7.52002603  0.23213045  0.12621477]"
13,10,"[ 0.92750077  0.64723     0.37382124  0.76229478 -0.10469245  0.01555494
  2.77275141  7.52002603  0.23213045  0.12621477]",[0.11892629 0.12475682],-0.2776086281651752,"[ 0.90357532  0.5227585   0.42842927  0.85248082 -0.10469245  0.01555494
  3.18869995  7.86496859  0.20683403  0.13665482]"
13,11,"[ 0.90357532  0.5227585   0.42842927  0.85248082 -0.10469245  0.01555494
  3.18869995  7.86496859  0.20683403  0.13665482]",[-0.0509837   0.05744103],-0.23518489735897447,"[ 0.87571823  0.38209674  0.48282251  0.92412233 -0.10469245  0.01555494
  2.92430561  7.93673739  0.17999055  0.14204053]"
13,12,"[ 0.87571823  0.38209674  0.48282251  0.92412233 -0.10469245  0.01555494
  2.92430561  7.93673739  0.17999055  0.14204053]",[-0.03246612  0.11173896],-0.222602781772279,"[ 0.84699178  0.22843189  0.53160598  0.9735599  -0.10469245  0.01555494
  2.73837968  8.22205663  0.15374389  0.14166937]"
13,13,"[ 0.84699178  0.22843189  0.53160598  0.9735599  -0.10469245  0.01555494
  2.73837968  8.22205663  0.15374389  0.14166937]",[-0.01917601  0.11841126],-0.2015646283518813,"[ 0.81737161  0.06291302  0.5761108   0.99801901 -0.10469245  0.01555494
  2.60875278  8.52813061  0.12883956  0.13577593]"
13,14,"[ 0.81737161  0.06291302  0.5761108   0.99801901 -0.10469245  0.01555494
  2.60875278  8.52813061  0.12883956  0.13577593]",[-0.02886112  0.05665726],-0.1682530392427985,"[ 0.78723834 -0.10795407  0.61664885  0.99415588 -0.10469245  0.01555494
  2.44341841  8.58363047  0.10663283  0.12487743]"
13,15,"[ 0.78723834 -0.10795407  0.61664885  0.99415588 -0.10469245  0.01555494
  2.44341841  8.58363047  0.10663283  0.12487743]",[ 0.10873627 -0.01514921],-0.1528773252548296,"[ 0.75365874 -0.27398078  0.65726593  0.96173517 -0.10469245  0.01555494
  2.82596242  8.35362729  0.08781205  0.1100932 ]"
13,16,"[ 0.75365874 -0.27398078  0.65726593  0.96173517 -0.10469245  0.01555494
  2.82596242  8.35362729  0.08781205  0.1100932 ]",[-0.11984809 -0.00307375],-0.1327180328409337,"[ 0.71903134 -0.42849017  0.69497765  0.90354644 -0.10469245  0.01555494
  2.29613806  8.17609817  0.07363065  0.09265027]"
13,17,"[ 0.71903134 -0.42849017  0.69497765  0.90354644 -0.10469245  0.01555494
  2.29613806  8.17609817  0.07363065  0.09265027]",[-0.07833031  0.06634748],-0.10868592706368246,"[ 0.68895599 -0.5706974   0.72480318  0.82116045 -0.10469245  0.01555494
  1.94101831  8.27694256  0.06486776  0.07365638]"
13,18,"[ 0.68895599 -0.5706974   0.72480318  0.82116045 -0.10469245  0.01555494
  1.94101831  8.27694256  0.06486776  0.07365638]",[-0.09852286  0.02783689],-0.09214664407706469,"[ 0.66352637 -0.6978244   0.7481529   0.71626888 -0.10469245  0.01555494
  1.51291722  8.2233043   0.06116557  0.05411049]"
13,19,"[ 0.66352637 -0.6978244   0.7481529   0.71626888 -0.10469245  0.01555494
  1.51291722  8.2233043   0.06116557  0.05411049]",[-0.00257289  0.05479816],-0.07412897333792982,"[ 0.64089523 -0.80600129  0.76762836  0.59191378 -0.10469245  0.01555494
  1.47305371  8.27747153  0.06197942  0.0348789 ]"
13,20,"[ 0.64089523 -0.80600129  0.76762836  0.59191378 -0.10469245  0.01555494
  1.47305371  8.27747153  0.06197942  0.0348789 ]",[-0.01135204 -0.05020337],-0.07143685695715646,"[ 0.61858787 -0.89087865  0.78571563  0.45424138 -0.10469245  0.01555494
  1.39915442  7.91480659  0.06667225  0.01692767]"
13,21,"[ 0.61858787 -0.89087865  0.78571563  0.45424138 -0.10469245  0.01555494
  1.39915442  7.91480659  0.06667225  0.01692767]",[-0.07427131 -0.04924843],-0.08249688698440899,"[ 5.98948895e-01 -9.50251756e-01  8.00787251e-01  3.11482905e-01
 -1.04692447e-01  1.55549351e-02  1.07753333e+00  7.56309693e+00
  7.45431910e-02  1.34103087e-03]"
13,22,"[ 5.98948895e-01 -9.50251756e-01  8.00787251e-01  3.11482905e-01
 -1.04692447e-01  1.55549351e-02  1.07753333e+00  7.56309693e+00
  7.45431910e-02  1.34103087e-03]",[-0.10830677 -0.01965913],-0.09776391087822185,"[ 0.58522122 -0.9859588   0.81087368  0.16698875 -0.10469245  0.01555494
  0.62745793  7.33550465  0.08484945 -0.01166157]"
13,23,"[ 0.58522122 -0.9859588   0.81087368  0.16698875 -0.10469245  0.01555494
  0.62745793  7.33550465  0.08484945 -0.01166157]",[ 0.00639151 -0.0076742 ],-0.09240174489289284,"[ 0.57489641 -0.99514809  0.8182262   0.09838844 -0.10469245  0.01555494
  0.64006087  0.45982814  0.09066436 -0.01730991]"
13,24,"[ 0.57489641 -0.99514809  0.8182262   0.09838844 -0.10469245  0.01555494
  0.64006087  0.45982814  0.09066436 -0.01730991]",[-0.15509623 -0.03468365],-0.1165830883779277,"[ 0.56955579 -0.99432051  0.82195268  0.10642706 -0.10469245  0.01555494
  0.01327121 -0.79297184  0.08979486 -0.01664909]"
